scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,0.0,5.0,400.0,2.873328088119591,3652.0,1271
baseline,maximin,0.0,0.0,1.0,5.0,400.0,4.7033831628638865,5978.0,1271
baseline,maximax,0.0,0.0,100.0,402.0,1000.0,79.88119590873328,101529.0,1271
baseline,savage,0.0,0.0,1.0,5.0,400.0,3.003147128245476,3817.0,1271
mild_drought,naive,0.0,0.0,2.0,105.0,1000.0,24.97403619197482,31742.0,1271
mild_drought,maximin,0.0,0.0,1.0,6.0,500.0,5.075531077891424,6451.0,1271
mild_drought,maximax,0.0,0.0,100.0,302.0,1000.0,67.34067663257278,85590.0,1271
mild_drought,savage,0.0,0.0,1.0,5.0,500.0,3.4547600314712823,4391.0,1271
severe_drought,naive,0.0,0.0,2.0,103.0,1000.0,19.72305271439811,25068.0,1271
severe_drought,maximin,0.0,0.0,1.0,6.0,400.0,4.222659323367427,5367.0,1271
severe_drought,maximax,0.0,0.0,7.0,300.0,1000.0,51.77576711250983,65807.0,1271
severe_drought,savage,0.0,0.0,1.0,6.0,400.0,2.9221085759244687,3714.0,1271
flashy,naive,0.0,0.0,3.0,105.0,1000.0,27.806451612903224,35342.0,1271
flashy,maximin,0.0,0.0,1.0,5.0,500.0,4.61369000786782,5864.0,1271
flashy,maximax,0.0,0.0,100.0,400.0,1000.0,69.71675845790716,88610.0,1271
flashy,savage,0.0,0.0,1.0,5.0,500.0,3.7018095987411486,4705.0,1271
no_rain,naive,0.0,0.0,2.0,105.0,700.0,17.82690794649882,22658.0,1271
no_rain,maximin,0.0,0.0,1.0,7.0,400.0,4.293469708890638,5457.0,1271
no_rain,maximax,0.0,0.0,3.0,201.0,1000.0,35.885129819040124,45610.0,1271
no_rain,savage,0.0,0.0,1.0,7.0,402.0,3.3996852871754526,4321.0,1271
