scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,0.0,3.0,5.0,0.4080675422138837,435.0,1066
baseline,maximin,0.0,0.0,0.0,3.0,5.0,0.4080675422138837,435.0,1066
baseline,maximax,0.0,0.0,0.0,3.0,103.0,3.8780487804878048,4134.0,1066
baseline,savage,0.0,0.0,0.0,3.0,5.0,0.4080675422138837,435.0,1066
mild_drought,naive,0.0,0.0,0.0,3.0,102.0,1.1716697936210132,1249.0,1066
mild_drought,maximin,0.0,0.0,0.0,3.0,5.0,0.42213883677298314,450.0,1066
mild_drought,maximax,0.0,0.0,0.0,3.75,103.0,3.8893058161350846,4146.0,1066
mild_drought,savage,0.0,0.0,0.0,3.0,5.0,0.42213883677298314,450.0,1066
severe_drought,naive,0.0,0.0,0.0,3.0,103.0,2.49624765478424,2661.0,1066
severe_drought,maximin,0.0,0.0,0.0,3.0,5.0,0.4333958724202627,462.0,1066
severe_drought,maximax,0.0,0.0,0.0,4.0,103.0,4.4643527204502815,4759.0,1066
severe_drought,savage,0.0,0.0,0.0,3.0,5.0,0.4333958724202627,462.0,1066
flashy,naive,0.0,0.0,0.0,3.0,102.0,1.6144465290806753,1721.0,1066
flashy,maximin,0.0,0.0,0.0,3.0,5.0,0.39587242026266417,422.0,1066
flashy,maximax,0.0,0.0,0.0,3.0,103.0,3.207317073170732,3419.0,1066
flashy,savage,0.0,0.0,0.0,3.0,5.0,0.39587242026266417,422.0,1066
no_rain,naive,0.0,0.0,0.0,3.0,103.0,3.154784240150094,3363.0,1066
no_rain,maximin,0.0,0.0,0.0,3.0,5.0,0.4352720450281426,464.0,1066
no_rain,maximax,0.0,0.0,0.0,3.0,103.0,3.528142589118199,3761.0,1066
no_rain,savage,0.0,0.0,0.0,3.0,5.0,0.4352720450281426,464.0,1066
