scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,0.0,1.0,3.0,0.10881801125703565,116.0,1066
baseline,maximin,0.0,0.0,0.0,1.0,6.0,0.1397748592870544,149.0,1066
baseline,maximax,0.0,0.0,0.0,100.0,500.0,18.94934333958724,20200.0,1066
baseline,savage,0.0,0.0,0.0,1.0,6.0,0.1397748592870544,149.0,1066
mild_drought,naive,0.0,0.0,0.0,2.0,102.0,2.400562851782364,2559.0,1066
mild_drought,maximin,0.0,0.0,0.0,1.0,6.0,0.17917448405253283,191.0,1066
mild_drought,maximax,0.0,0.0,0.0,100.0,400.0,11.849906191369605,12632.0,1066
mild_drought,savage,0.0,0.0,0.0,1.0,6.0,0.17917448405253283,191.0,1066
severe_drought,naive,0.0,0.0,0.0,3.0,104.0,3.4868667917448404,3717.0,1066
severe_drought,maximin,0.0,0.0,0.0,2.0,7.0,0.3320825515947467,354.0,1066
severe_drought,maximax,0.0,0.0,0.0,100.0,104.0,5.860225140712946,6247.0,1066
severe_drought,savage,0.0,0.0,0.0,2.0,7.0,0.3320825515947467,354.0,1066
flashy,naive,0.0,0.0,0.0,100.0,300.0,15.568480300187618,16596.0,1066
flashy,maximin,0.0,0.0,0.0,1.0,4.0,0.10318949343339587,110.0,1066
flashy,maximax,0.0,0.0,0.0,175.25,500.0,24.932457786116323,26578.0,1066
flashy,savage,0.0,0.0,0.0,1.0,4.0,0.10318949343339587,110.0,1066
no_rain,naive,0.0,0.0,0.0,5.0,106.0,3.3461538461538463,3567.0,1066
no_rain,maximin,0.0,0.0,0.0,3.0,8.0,0.44934333958724204,479.0,1066
no_rain,maximax,0.0,0.0,0.0,6.75,106.0,5.286116322701688,5635.0,1066
no_rain,savage,0.0,0.0,0.0,3.0,8.0,0.44934333958724204,479.0,1066
