criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,540,800.0,500.0,74.97962962962963,40489.0,300.0,100.0,19.624074074074073,29875.0,29910.0,29939.0,40452.0,29968.0,296.0,296.0,296.0,402.0,296.0
maximin,540,800.0,500.0,55.49814814814815,29969.0,98.0,2.0,0.4185185185185185,29904.0,29923.0,29944.0,29871.0,29969.0,296.0,296.0,296.0,296.0,296.0
maximax,540,900.0,500.0,103.93518518518519,56125.0,900.0,300.0,48.596296296296295,52702.0,48830.0,42561.0,55688.0,29790.0,525.0,486.0,423.0,555.0,295.0
savage,540,800.0,500.0,55.50185185185185,29971.0,9.0,2.0,0.24074074074074073,29906.0,29925.0,29946.0,29873.0,29871.0,296.0,296.0,296.0,296.0,295.0
