scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,1.0,4.0,9.0,0.6435272045028143,686.0,1066
baseline,maximin,0.0,0.0,1.0,4.0,9.0,0.6669793621013134,711.0,1066
baseline,maximax,0.0,0.0,2.0,201.0,501.0,31.316135084427767,33383.0,1066
baseline,savage,0.0,0.0,1.0,4.0,9.0,0.6669793621013134,711.0,1066
mild_drought,naive,0.0,0.0,1.0,4.0,105.0,1.1266416510318948,1201.0,1066
mild_drought,maximin,0.0,0.0,1.0,4.0,9.0,0.6782363977485929,723.0,1066
mild_drought,maximax,0.0,0.0,1.0,200.0,501.0,24.765478424015008,26400.0,1066
mild_drought,savage,0.0,0.0,1.0,4.0,9.0,0.6782363977485929,723.0,1066
severe_drought,naive,0.0,0.0,1.0,4.0,201.0,1.6969981238273921,1809.0,1066
severe_drought,maximin,0.0,0.0,1.0,4.0,9.0,0.6838649155722326,729.0,1066
severe_drought,maximax,0.0,0.0,1.0,102.0,502.0,14.654784240150093,15622.0,1066
severe_drought,savage,0.0,0.0,1.0,4.0,9.0,0.6838649155722326,729.0,1066
flashy,naive,0.0,0.0,1.0,101.0,202.0,10.389305816135085,11075.0,1066
flashy,maximin,0.0,0.0,1.0,4.0,9.0,0.6594746716697936,703.0,1066
flashy,maximax,0.0,0.0,2.0,202.0,601.0,34.969043151969984,37277.0,1066
flashy,savage,0.0,0.0,1.0,4.0,9.0,0.6594746716697936,703.0,1066
no_rain,naive,0.0,0.0,1.0,4.0,301.0,2.6407129455909946,2815.0,1066
no_rain,maximin,0.0,0.0,1.0,4.0,9.0,0.6941838649155723,740.0,1066
no_rain,maximax,0.0,0.0,1.0,4.0,203.0,2.5853658536585367,2756.0,1066
no_rain,savage,0.0,0.0,1.0,4.0,9.0,0.6941838649155723,740.0,1066
