criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,540,900.0,306.04999999999995,72.6537037037037,39233.0,900.0,300.0,68.02777777777777,1373.0,14918.0,16380.0,24671.0,14416.0,10.0,145.0,159.0,243.0,139.0
maximin,540,404.0,8.0,6.292592592592593,3398.0,400.0,3.0,2.662962962962963,2334.0,2577.0,2433.0,2729.0,2748.0,19.0,21.0,19.0,23.0,22.0
maximax,540,1000.0,600.0,137.59259259259258,74300.0,1000.0,597.05,133.35185185185185,42175.0,37593.0,33958.0,45160.0,24709.0,419.0,373.0,336.0,449.0,243.0
savage,540,404.0,8.0,6.311111111111111,3408.0,8.0,3.0,0.4888888888888889,1444.0,1588.0,1847.0,2337.0,2659.0,10.0,11.0,13.0,19.0,21.0
