criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,540,800.0,500.0,71.4962962962963,38608.0,300.0,100.0,15.588888888888889,29890.0,29913.0,29940.0,38562.0,29963.0,296.0,296.0,296.0,383.0,296.0
maximin,540,800.0,500.0,56.022222222222226,30252.0,100.0,2.0,0.75,30093.0,30115.0,30036.0,30164.0,30056.0,298.0,298.0,297.0,299.0,297.0
maximax,540,900.0,500.0,105.95925925925926,57218.0,900.0,300.0,50.63148148148148,55797.0,50210.0,43447.0,56478.0,29785.0,556.0,500.0,432.0,563.0,295.0
savage,540,800.0,500.0,56.04074074074074,30262.0,9.0,1.0499999999999545,0.23333333333333334,29903.0,29925.0,29946.0,30174.0,29866.0,296.0,296.0,296.0,299.0,295.0
