criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1066,203.0,102.0,11.73545966228893,12510.0,200.0,100.0,11.054409005628518,687.0,993.0,1710.0,11167.0,2225.0,0.0,3.0,10.0,105.0,15.0
maximin,1066,9.0,4.0,0.7082551594746717,755.0,5.0,0.0,0.07692307692307693,708.0,717.0,735.0,698.0,753.0,0.0,0.0,0.0,0.0,0.0
maximax,1066,601.0,202.75,36.89493433395872,39330.0,600.0,200.0,36.21388367729831,33095.0,28506.0,16634.0,37683.0,2675.0,325.0,279.0,160.0,371.0,20.0
savage,1066,9.0,4.0,0.7082551594746717,755.0,5.0,0.0,0.07692307692307693,708.0,717.0,735.0,698.0,753.0,0.0,0.0,0.0,0.0,0.0
