criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1271,1000.0,203.0,46.491738788355626,59091.0,1000.0,199.0,38.17387883556255,10207.0,27786.0,26387.0,38771.0,24668.0,94.0,269.0,254.0,380.0,235.0
maximin,1271,600.0,8.0,10.264358772619984,13046.0,299.0,3.0,2.6388670338316285,11606.0,11581.0,11881.0,11264.0,11532.0,107.0,106.0,108.0,104.0,103.0
maximax,1271,1000.0,400.0,81.73013375295044,103879.0,1000.0,397.5,72.74508261211645,66341.0,60723.0,47822.0,72413.0,30910.0,657.0,600.0,470.0,718.0,299.0
savage,1271,600.0,8.0,10.279307631785995,13065.0,8.0,2.0,0.3225806451612903,10323.0,10309.0,10207.0,10485.0,9466.0,94.0,93.0,91.0,96.0,82.0
