scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,0.0,1.0,4.0,0.12288930581613508,131.0,1066
baseline,maximin,0.0,0.0,0.0,1.0,7.0,0.16322701688555347,174.0,1066
baseline,maximax,0.0,0.0,0.0,101.0,600.0,24.122889305816134,25715.0,1066
baseline,savage,0.0,0.0,0.0,1.0,7.0,0.16322701688555347,174.0,1066
mild_drought,naive,0.0,0.0,0.0,3.0,200.0,4.861163227016886,5182.0,1066
mild_drought,maximin,0.0,0.0,0.0,1.75,7.0,0.2045028142589118,218.0,1066
mild_drought,maximax,0.0,0.0,0.0,101.0,500.0,18.146341463414632,19344.0,1066
mild_drought,savage,0.0,0.0,0.0,1.75,7.0,0.2045028142589118,218.0,1066
severe_drought,naive,0.0,0.0,0.0,4.0,200.0,4.546904315196998,4847.0,1066
severe_drought,maximin,0.0,0.0,0.0,2.0,8.0,0.3611632270168856,385.0,1066
severe_drought,maximax,0.0,0.0,0.0,100.0,800.0,10.023452157598499,10685.0,1066
severe_drought,savage,0.0,0.0,0.0,2.0,8.0,0.3611632270168856,385.0,1066
flashy,naive,0.0,0.0,0.0,100.0,300.0,15.854596622889305,16901.0,1066
flashy,maximin,0.0,0.0,0.0,1.0,6.0,0.1275797373358349,136.0,1066
flashy,maximax,0.0,0.0,0.0,200.0,600.0,29.352720450281424,31290.0,1066
flashy,savage,0.0,0.0,0.0,1.0,6.0,0.1275797373358349,136.0,1066
no_rain,naive,0.0,0.0,0.0,5.0,200.0,3.5384615384615383,3772.0,1066
no_rain,maximin,0.0,0.0,0.0,3.0,8.0,0.4652908067542214,496.0,1066
no_rain,maximax,0.0,0.0,0.0,100.0,201.0,7.825515947467167,8342.0,1066
no_rain,savage,0.0,0.0,0.0,3.0,8.0,0.4652908067542214,496.0,1066
