scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,1.0,200.0,800.0,28.14319433516916,35770.0,1271
baseline,maximin,0.0,0.0,1.0,200.0,800.0,28.32100708103855,35996.0,1271
baseline,maximax,0.0,0.0,100.0,500.0,900.0,71.66168371361132,91082.0,1271
baseline,savage,0.0,0.0,1.0,200.0,800.0,28.166011014948857,35799.0,1271
mild_drought,naive,0.0,0.0,1.0,200.0,800.0,28.265145554681354,35925.0,1271
mild_drought,maximin,0.0,0.0,1.0,200.0,800.0,28.36191974822974,36048.0,1271
mild_drought,maximax,0.0,0.0,6.0,400.0,900.0,64.07159716758459,81435.0,1271
mild_drought,savage,0.0,0.0,1.0,200.0,800.0,28.051140833988985,35653.0,1271
severe_drought,naive,0.0,0.0,1.0,200.5,800.0,28.760031471282456,36554.0,1271
severe_drought,maximin,0.0,0.0,1.0,200.0,800.0,28.459480723839498,36172.0,1271
severe_drought,maximax,0.0,0.0,3.5,400.0,900.0,53.1447678992919,67547.0,1271
severe_drought,savage,0.0,0.0,1.0,200.0,800.0,27.99213217938631,35578.0,1271
flashy,naive,0.0,0.0,3.0,206.5,800.0,43.7537372147915,55611.0,1271
flashy,maximin,0.0,0.0,1.0,200.0,800.0,28.35247836349331,36036.0,1271
flashy,maximax,0.0,0.0,100.0,500.0,1000.0,77.99449252557042,99131.0,1271
flashy,savage,0.0,0.0,1.0,200.0,800.0,28.27458693941778,35937.0,1271
no_rain,naive,0.0,0.0,1.0,200.0,800.0,27.750590086546026,35271.0,1271
no_rain,maximin,0.0,0.0,1.0,106.5,800.0,27.289535798583792,34685.0,1271
no_rain,maximax,0.0,0.0,1.0,105.0,800.0,26.509047993705742,33693.0,1271
no_rain,savage,0.0,0.0,1.0,105.0,800.0,26.435090479937056,33599.0,1271
