scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,1.0,100.5,800.0,19.904799370574352,25299.0,1271
baseline,maximin,0.0,0.0,1.0,101.5,800.0,20.562549173878836,26135.0,1271
baseline,maximax,0.0,0.0,4.0,352.5,900.0,53.44846577498033,67933.0,1271
baseline,savage,0.0,0.0,1.0,100.5,800.0,19.934697088906372,25337.0,1271
mild_drought,naive,0.0,0.0,1.0,101.0,800.0,20.035405192761605,25465.0,1271
mild_drought,maximin,0.0,0.0,1.0,101.5,800.0,20.612903225806452,26199.0,1271
mild_drought,maximax,0.0,0.0,3.0,300.0,900.0,48.07789142407553,61107.0,1271
mild_drought,savage,0.0,0.0,1.0,101.0,800.0,19.985837922895357,25402.0,1271
severe_drought,naive,0.0,0.0,1.0,100.0,800.0,19.901652242328876,25295.0,1271
severe_drought,maximin,0.0,0.0,1.0,101.0,800.0,20.1573564122738,25620.0,1271
severe_drought,maximax,0.0,0.0,2.0,300.0,800.0,37.6168371361133,47811.0,1271
severe_drought,savage,0.0,0.0,1.0,100.0,800.0,19.687647521636507,25023.0,1271
flashy,naive,0.0,0.0,2.0,200.0,800.0,33.54209284028324,42632.0,1271
flashy,maximin,0.0,0.0,1.0,101.0,800.0,20.741935483870968,26363.0,1271
flashy,maximax,0.0,0.0,4.0,400.0,900.0,58.67427222659323,74575.0,1271
flashy,savage,0.0,0.0,1.0,101.0,800.0,20.742722265932336,26364.0,1271
no_rain,naive,0.0,0.0,1.0,54.5,800.0,18.879622344610542,23996.0,1271
no_rain,maximin,0.0,0.0,1.0,100.0,800.0,19.530291109362707,24823.0,1271
no_rain,maximax,0.0,0.0,1.0,9.0,800.0,18.593233674272227,23632.0,1271
no_rain,savage,0.0,0.0,1.0,9.0,800.0,18.665617623918173,23724.0,1271
