criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1271,1000.0,300.0,49.0432730133753,62334.0,1000.0,200.0,40.107789142407555,8552.0,27829.0,25466.0,40230.0,24653.0,77.0,269.0,244.0,394.0,234.0
maximin,1271,600.0,9.0,11.036978756884343,14028.0,399.0,3.0,2.982690794649882,10151.0,10917.0,10046.0,11722.0,9491.0,92.0,99.0,89.0,108.0,82.0
maximax,1271,1000.0,401.5,89.31077891424076,113514.0,1000.0,398.5,80.59323367427223,70772.0,66452.0,51781.0,73340.0,37581.0,701.0,657.0,509.0,727.0,365.0
savage,1271,600.0,9.0,11.05507474429583,14051.0,9.0,2.0,0.35719905586152634,8674.0,9039.0,9174.0,10046.0,7640.0,77.0,80.0,80.0,91.0,63.0
