scenario,criterion,median_cost,q25_cost,q75_cost,q95_cost,max_cost,mean_cost,total_cost,n_days
baseline,naive,0.0,0.0,1.0,5.0,600.0,6.728560188827695,8552.0,1271
baseline,maximin,0.0,0.0,1.0,6.0,600.0,7.986624704956727,10151.0,1271
baseline,maximax,0.0,0.0,100.0,300.0,900.0,55.68214004720692,70772.0,1271
baseline,savage,0.0,0.0,1.0,6.0,600.0,6.8245476003147125,8674.0,1271
mild_drought,naive,0.0,0.0,2.0,103.0,800.0,21.895357985837922,27829.0,1271
mild_drought,maximin,0.0,0.0,1.0,6.0,600.0,8.589299763965382,10917.0,1271
mild_drought,maximax,0.0,0.0,100.0,300.0,1000.0,52.28324154209284,66452.0,1271
mild_drought,savage,0.0,0.0,1.0,6.0,600.0,7.111723052714398,9039.0,1271
severe_drought,naive,0.0,0.0,2.0,103.0,1000.0,20.036191974822973,25466.0,1271
severe_drought,maximin,0.0,0.0,1.0,7.0,600.0,7.904012588512982,10046.0,1271
severe_drought,maximax,0.0,0.0,5.0,204.0,1000.0,40.74036191974823,51781.0,1271
severe_drought,savage,0.0,0.0,1.0,7.0,600.0,7.217938630999213,9174.0,1271
flashy,naive,0.0,0.0,3.0,106.0,800.0,31.6522423288749,40230.0,1271
flashy,maximin,0.0,0.0,1.0,6.0,600.0,9.222659323367427,11722.0,1271
flashy,maximax,0.0,0.0,100.0,301.0,900.0,57.70259638080252,73340.0,1271
flashy,savage,0.0,0.0,1.0,6.0,600.0,7.904012588512982,10046.0,1271
no_rain,naive,0.0,0.0,2.0,104.0,700.0,19.396538158929978,24653.0,1271
no_rain,maximin,0.0,0.0,1.0,8.0,600.0,7.467348544453187,9491.0,1271
no_rain,maximax,0.0,0.0,3.0,200.0,1000.0,29.568056648308417,37581.0,1271
no_rain,savage,0.0,0.0,1.0,7.0,600.0,6.011014948859166,7640.0,1271
