criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,540,800.0,500.0,73.88703703703703,39899.0,200.0,100.0,18.17037037037037,29877.0,29914.0,29937.0,39849.0,29968.0,296.0,296.0,296.0,396.0,296.0
maximin,540,800.0,500.0,55.84444444444444,30156.0,92.0,2.0,0.40925925925925927,29992.0,30013.0,30031.0,30060.0,30061.0,297.0,297.0,297.0,298.0,297.0
maximax,540,900.0,500.0,103.57592592592593,55931.0,900.0,300.0,48.224074074074075,52899.0,48930.0,42256.0,55481.0,29888.0,527.0,487.0,420.0,553.0,296.0
savage,540,800.0,500.0,55.85925925925926,30164.0,9.0,2.0,0.2537037037037037,29900.0,29921.0,29939.0,30068.0,29969.0,296.0,296.0,296.0,298.0,296.0
