criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1066,203.0,102.0,12.48968105065666,13314.0,200.0,100.0,11.823639774859288,688.0,1192.0,1713.0,11966.0,2226.0,0.0,5.0,10.0,113.0,15.0
maximin,1066,9.0,4.0,0.7082551594746717,755.0,6.0,0.0,0.07598499061913697,705.0,716.0,733.0,690.0,755.0,0.0,0.0,0.0,0.0,0.0
maximax,1066,601.0,203.0,36.332082551594745,38730.0,600.0,200.0,35.66135084427767,32898.0,28506.0,17336.0,37178.0,2674.0,323.0,279.0,167.0,366.0,20.0
savage,1066,9.0,4.0,0.7082551594746717,755.0,6.0,0.0,0.07598499061913697,705.0,716.0,733.0,690.0,755.0,0.0,0.0,0.0,0.0,0.0
