criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1271,1000.0,300.0,53.66719118804091,68211.0,1000.0,200.0,46.044846577498035,11114.0,37555.0,30769.0,40074.0,31975.0,102.0,366.0,297.0,392.0,308.0
maximin,1271,600.0,8.0,10.931549960660897,13894.0,497.0,3.0,4.66955153422502,13004.0,13260.0,12338.0,12572.0,11953.0,120.0,122.0,112.0,116.0,107.0
maximax,1271,1000.0,500.0,97.64358772619984,124105.0,1000.0,448.5,88.2918961447679,74751.0,67707.0,54820.0,72627.0,45826.0,740.0,669.0,539.0,719.0,448.0
savage,1271,600.0,8.0,10.95200629425649,13920.0,9.0,2.0,0.32572777340676634,11234.0,10790.0,8886.0,10303.0,8806.0,102.0,97.0,77.0,93.0,75.0
