Acumulado;Fecha acumulado   ;fecha           
125,481;2006-11-11 08:00:00;2006-11-11 00:00:00
125,678;2006-11-12 08:00:00;2006-11-12 00:00:00
125,876;2006-11-13 08:00:00;2006-11-13 00:00:00
126,074;2006-11-14 08:00:00;2006-11-14 00:00:00
126,273;2006-11-15 08:00:00;2006-11-15 00:00:00
126,422;2006-11-16 08:00:00;2006-11-16 00:00:00
127,766;2006-11-17 08:00:00;2006-11-17 00:00:00
129,068;2006-11-18 08:00:00;2006-11-18 00:00:00
129,622;2006-11-19 08:00:00;2006-11-19 00:00:00
130,126;2006-11-20 08:00:00;2006-11-20 00:00:00
130,48;2006-11-21 08:00:00;2006-11-21 00:00:00
134,613;2006-11-22 08:00:00;2006-11-22 00:00:00
141,035;2006-11-23 08:00:00;2006-11-23 00:00:00
143,161;2006-11-24 08:00:00;2006-11-24 00:00:00
144,124;2006-11-25 08:00:00;2006-11-25 00:00:00
144,768;2006-11-26 08:00:00;2006-11-26 00:00:00
145,253;2006-11-27 08:00:00;2006-11-27 00:00:00
145,576;2006-11-28 08:00:00;2006-11-28 00:00:00
145,738;2006-11-29 08:00:00;2006-11-29 00:00:00
145,9;2006-11-30 08:00:00;2006-11-30 00:00:00
146,17;2006-12-01 08:00:00;2006-12-01 00:00:00
146,603;2006-12-02 08:00:00;2006-12-02 00:00:00
147,091;2006-12-03 08:00:00;2006-12-03 00:00:00
147,525;2006-12-04 08:00:00;2006-12-04 00:00:00
148,015;2006-12-05 08:00:00;2006-12-05 00:00:00
149,216;2006-12-06 08:00:00;2006-12-06 00:00:00
153,243;2006-12-07 08:00:00;2006-12-07 00:00:00
155,533;2006-12-08 08:00:00;2006-12-08 00:00:00
158,921;2006-12-09 08:00:00;2006-12-09 00:00:00
161,663;2006-12-10 08:00:00;2006-12-10 00:00:00
163,853;2006-12-11 08:00:00;2006-12-11 00:00:00
165,363;2006-12-12 08:00:00;2006-12-12 00:00:00
166,354;2006-12-13 08:00:00;2006-12-13 00:00:00
167,232;2006-12-14 08:00:00;2006-12-14 00:00:00
167,818;2006-12-15 08:00:00;2006-12-15 00:00:00
168,289;2006-12-16 08:00:00;2006-12-16 00:00:00
168,642;2006-12-17 08:00:00;2006-12-17 00:00:00
169,055;2006-12-18 08:00:00;2006-12-18 00:00:00
169,35;2006-12-19 08:00:00;2006-12-19 00:00:00
169,527;2006-12-20 08:00:00;2006-12-20 00:00:00
169,823;2006-12-21 08:00:00;2006-12-21 00:00:00
170 ;2006-12-22 08:00:00;2006-12-22 00:00:00
170,178;2006-12-23 08:00:00;2006-12-23 00:00:00
170,356;2006-12-24 08:00:00;2006-12-24 00:00:00
170,533;2006-12-25 08:00:00;2006-12-25 00:00:00
170,652;2006-12-26 08:00:00;2006-12-26 00:00:00
170,771;2006-12-27 08:00:00;2006-12-27 00:00:00
170,533;2006-12-28 08:00:00;2006-12-28 00:00:00
170,296;2006-12-29 08:00:00;2006-12-29 00:00:00
170 ;2006-12-30 08:00:00;2006-12-30 00:00:00
169,763;2006-12-31 08:00:00;2006-12-31 00:00:00
169,468;2007-01-01 08:00:00;2007-01-01 00:00:00
169,232;2007-01-02 08:00:00;2007-01-02 00:00:00
169,291;2007-01-03 08:00:00;2007-01-03 00:00:00
169,527;2007-01-04 08:00:00;2007-01-04 00:00:00
169,704;2007-01-05 08:00:00;2007-01-05 00:00:00
169,882;2007-01-06 08:00:00;2007-01-06 00:00:00
170,059;2007-01-07 08:00:00;2007-01-07 00:00:00
170,237;2007-01-08 08:00:00;2007-01-08 00:00:00
170,415;2007-01-09 08:00:00;2007-01-09 00:00:00
170,593;2007-01-10 08:00:00;2007-01-10 00:00:00
170,771;2007-01-11 08:00:00;2007-01-11 00:00:00
170,949;2007-01-12 08:00:00;2007-01-12 00:00:00
171,127;2007-01-13 08:00:00;2007-01-13 00:00:00
171,246;2007-01-14 08:00:00;2007-01-14 00:00:00
171,425;2007-01-15 08:00:00;2007-01-15 00:00:00
171,544;2007-01-16 08:00:00;2007-01-16 00:00:00
171,722;2007-01-17 08:00:00;2007-01-17 00:00:00
171,841;2007-01-18 08:00:00;2007-01-18 00:00:00
171,961;2007-01-19 08:00:00;2007-01-19 00:00:00
172,08;2007-01-20 08:00:00;2007-01-20 00:00:00
172,199;2007-01-21 08:00:00;2007-01-21 00:00:00
172,319;2007-01-22 08:00:00;2007-01-22 00:00:00
172,617;2007-01-23 08:00:00;2007-01-23 00:00:00
172,677;2007-01-24 08:00:00;2007-01-24 00:00:00
172,557;2007-01-25 08:00:00;2007-01-25 00:00:00
172,378;2007-01-26 08:00:00;2007-01-26 00:00:00
172,199;2007-01-27 08:00:00;2007-01-27 00:00:00
172,02;2007-01-28 08:00:00;2007-01-28 00:00:00
170,89;2007-01-29 08:00:00;2007-01-29 00:00:00
170,474;2007-01-30 08:00:00;2007-01-30 00:00:00
170,059;2007-01-31 08:00:00;2007-01-31 00:00:00
172,104;2007-02-01 08:00:00;2007-02-01 00:00:00
173,418;2007-02-02 08:00:00;2007-02-02 00:00:00
174,327;2007-02-03 08:00:00;2007-02-03 00:00:00
175,123;2007-02-04 08:00:00;2007-02-04 00:00:00
175,946;2007-02-05 08:00:00;2007-02-05 00:00:00
177,044;2007-02-06 08:00:00;2007-02-06 00:00:00
178,168;2007-02-07 08:00:00;2007-02-07 00:00:00
179,512;2007-02-08 08:00:00;2007-02-08 00:00:00
182,775;2007-02-09 08:00:00;2007-02-09 00:00:00
185,573;2007-02-10 08:00:00;2007-02-10 00:00:00
187,895;2007-02-11 08:00:00;2007-02-11 00:00:00
189,917;2007-02-12 08:00:00;2007-02-12 00:00:00
194,581;2007-02-13 08:00:00;2007-02-13 00:00:00
196,583;2007-02-14 08:00:00;2007-02-14 00:00:00
198,142;2007-02-15 08:00:00;2007-02-15 00:00:00
199,251;2007-02-16 08:00:00;2007-02-16 00:00:00
199,774;2007-02-17 08:00:00;2007-02-17 00:00:00
200,299;2007-02-18 08:00:00;2007-02-18 00:00:00
203,197;2007-02-19 08:00:00;2007-02-19 00:00:00
204,457;2007-02-20 08:00:00;2007-02-20 00:00:00
205,189;2007-02-21 08:00:00;2007-02-21 00:00:00
205,722;2007-02-22 08:00:00;2007-02-22 00:00:00
206,323;2007-02-23 08:00:00;2007-02-23 00:00:00
207,059;2007-02-24 08:00:00;2007-02-24 00:00:00
207,998;2007-02-25 08:00:00;2007-02-25 00:00:00
209,345;2007-02-26 08:00:00;2007-02-26 00:00:00
211,579;2007-02-27 08:00:00;2007-02-27 00:00:00
213,282;2007-02-28 08:00:00;2007-02-28 00:00:00
214,171;2007-03-01 08:00:00;2007-03-01 00:00:00
214,856;2007-03-02 08:00:00;2007-03-02 00:00:00
215,543;2007-03-03 08:00:00;2007-03-03 00:00:00
216,162;2007-03-04 08:00:00;2007-03-04 00:00:00
216,921;2007-03-05 08:00:00;2007-03-05 00:00:00
217,612;2007-03-06 08:00:00;2007-03-06 00:00:00
218,374;2007-03-07 08:00:00;2007-03-07 00:00:00
222,631;2007-03-08 08:00:00;2007-03-08 00:00:00
228,583;2007-03-09 08:00:00;2007-03-09 00:00:00
231,67;2007-03-10 08:00:00;2007-03-10 00:00:00
233,84;2007-03-11 08:00:00;2007-03-11 00:00:00
235,294;2007-03-12 08:00:00;2007-03-12 00:00:00
236,243;2007-03-13 08:00:00;2007-03-13 00:00:00
236,901;2007-03-14 08:00:00;2007-03-14 00:00:00
237,56;2007-03-15 08:00:00;2007-03-15 00:00:00
238,368;2007-03-16 08:00:00;2007-03-16 00:00:00
239,325;2007-03-17 08:00:00;2007-03-17 00:00:00
240,358;2007-03-18 08:00:00;2007-03-18 00:00:00
241,395;2007-03-19 08:00:00;2007-03-19 00:00:00
242,434;2007-03-20 08:00:00;2007-03-20 00:00:00
243,179;2007-03-21 08:00:00;2007-03-21 00:00:00
243,924;2007-03-22 08:00:00;2007-03-22 00:00:00
244,896;2007-03-23 08:00:00;2007-03-23 00:00:00
247,828;2007-03-24 08:00:00;2007-03-24 00:00:00
254,223;2007-03-25 08:00:00;2007-03-25 00:00:00
256,38;2007-03-26 08:00:00;2007-03-26 00:00:00
258,627;2007-03-27 08:00:00;2007-03-27 00:00:00
264,186;2007-03-28 08:00:00;2007-03-28 00:00:00
269,507;2007-03-29 08:00:00;2007-03-29 00:00:00
275,39;2007-03-30 08:00:00;2007-03-30 00:00:00
278,734;2007-03-31 08:00:00;2007-03-31 00:00:00
281,033;2007-04-01 08:00:00;2007-04-01 00:00:00
286,758;2007-04-02 08:00:00;2007-04-02 00:00:00
300,87;2007-04-03 08:00:00;2007-04-03 00:00:00
303,646;2007-04-04 08:00:00;2007-04-04 00:00:00
304,169;2007-04-05 08:00:00;2007-04-05 00:00:00
304,518;2007-04-06 08:00:00;2007-04-06 00:00:00
305,741;2007-04-07 08:00:00;2007-04-07 00:00:00
307,143;2007-04-08 08:00:00;2007-04-08 00:00:00
307,494;2007-04-09 08:00:00;2007-04-09 00:00:00
307,846;2007-04-10 08:00:00;2007-04-10 00:00:00
308,197;2007-04-11 08:00:00;2007-04-11 00:00:00
308,55;2007-04-12 08:00:00;2007-04-12 00:00:00
309,608;2007-04-13 08:00:00;2007-04-13 00:00:00
310,003;2007-04-14 08:00:00;2007-04-14 00:00:00
310,145;2007-04-15 08:00:00;2007-04-15 00:00:00
310,286;2007-04-16 08:00:00;2007-04-16 00:00:00
310,668;2007-04-17 08:00:00;2007-04-17 00:00:00
310,845;2007-04-18 08:00:00;2007-04-18 00:00:00
311,2;2007-04-19 08:00:00;2007-04-19 00:00:00
311,732;2007-04-20 08:00:00;2007-04-20 00:00:00
312,531;2007-04-21 08:00:00;2007-04-21 00:00:00
313,243;2007-04-22 08:00:00;2007-04-22 00:00:00
313,866;2007-04-23 08:00:00;2007-04-23 00:00:00
314,402;2007-04-24 08:00:00;2007-04-24 00:00:00
315,295;2007-04-25 08:00:00;2007-04-25 00:00:00
316,191;2007-04-26 08:00:00;2007-04-26 00:00:00
316,909;2007-04-27 08:00:00;2007-04-27 00:00:00
317,628;2007-04-28 08:00:00;2007-04-28 00:00:00
318,438;2007-04-29 08:00:00;2007-04-29 00:00:00
318,979;2007-04-30 08:00:00;2007-04-30 00:00:00
319,972;2007-05-01 08:00:00;2007-05-01 00:00:00
321,331;2007-05-02 08:00:00;2007-05-02 00:00:00
322,421;2007-05-03 08:00:00;2007-05-03 00:00:00
323,604;2007-05-04 08:00:00;2007-05-04 00:00:00
327,45;2007-05-05 08:00:00;2007-05-05 00:00:00
328,278;2007-05-06 08:00:00;2007-05-06 00:00:00
328,739;2007-05-07 08:00:00;2007-05-07 00:00:00
329,57;2007-05-08 08:00:00;2007-05-08 00:00:00
330,588;2007-05-09 08:00:00;2007-05-09 00:00:00
331,515;2007-05-10 08:00:00;2007-05-10 00:00:00
332,257;2007-05-11 08:00:00;2007-05-11 00:00:00
332,909;2007-05-12 08:00:00;2007-05-12 00:00:00
333,467;2007-05-13 08:00:00;2007-05-13 00:00:00
334,027;2007-05-14 08:00:00;2007-05-14 00:00:00
334,587;2007-05-15 08:00:00;2007-05-15 00:00:00
335,055;2007-05-16 08:00:00;2007-05-16 00:00:00
335,522;2007-05-17 08:00:00;2007-05-17 00:00:00
335,991;2007-05-18 08:00:00;2007-05-18 00:00:00
336,459;2007-05-19 08:00:00;2007-05-19 00:00:00
337,023;2007-05-20 08:00:00;2007-05-20 00:00:00
337,493;2007-05-21 08:00:00;2007-05-21 00:00:00
337,869;2007-05-22 08:00:00;2007-05-22 00:00:00
338,339;2007-05-23 08:00:00;2007-05-23 00:00:00
338,716;2007-05-24 08:00:00;2007-05-24 00:00:00
339,094;2007-05-25 08:00:00;2007-05-25 00:00:00
339,566;2007-05-26 08:00:00;2007-05-26 00:00:00
340,227;2007-05-27 08:00:00;2007-05-27 00:00:00
340,89;2007-05-28 08:00:00;2007-05-28 00:00:00
343,168;2007-05-29 08:00:00;2007-05-29 00:00:00
344,694;2007-05-30 08:00:00;2007-05-30 00:00:00
345,554;2007-05-31 08:00:00;2007-05-31 00:00:00
346,32;2007-06-01 08:00:00;2007-06-01 00:00:00
346,895;2007-06-02 08:00:00;2007-06-02 00:00:00
347,471;2007-06-03 08:00:00;2007-06-03 00:00:00
348,048;2007-06-04 08:00:00;2007-06-04 00:00:00
348,529;2007-06-05 08:00:00;2007-06-05 00:00:00
349,107;2007-06-06 08:00:00;2007-06-06 00:00:00
349,555;2007-06-07 08:00:00;2007-06-07 00:00:00
349,975;2007-06-08 08:00:00;2007-06-08 00:00:00
347,966;2007-06-09 08:00:00;2007-06-09 00:00:00
349,911;2007-06-10 08:00:00;2007-06-10 00:00:00
351,865;2007-06-11 08:00:00;2007-06-11 00:00:00
352,493;2007-06-12 08:00:00;2007-06-12 00:00:00
353,076;2007-06-13 08:00:00;2007-06-13 00:00:00
353,659;2007-06-14 08:00:00;2007-06-14 00:00:00
354,146;2007-06-15 08:00:00;2007-06-15 00:00:00
354,633;2007-06-16 08:00:00;2007-06-16 00:00:00
355,121;2007-06-17 08:00:00;2007-06-17 00:00:00
356,294;2007-06-18 08:00:00;2007-06-18 00:00:00
356,98;2007-06-19 08:00:00;2007-06-19 00:00:00
357,372;2007-06-20 08:00:00;2007-06-20 00:00:00
357,96;2007-06-21 08:00:00;2007-06-21 00:00:00
358,353;2007-06-22 08:00:00;2007-06-22 00:00:00
358,747;2007-06-23 08:00:00;2007-06-23 00:00:00
359,14;2007-06-24 08:00:00;2007-06-24 00:00:00
359,436;2007-06-25 08:00:00;2007-06-25 00:00:00
359,633;2007-06-26 08:00:00;2007-06-26 00:00:00
359,928;2007-06-27 08:00:00;2007-06-27 00:00:00
359,731;2007-06-28 08:00:00;2007-06-28 00:00:00
359,337;2007-06-29 08:00:00;2007-06-29 00:00:00
358,943;2007-06-30 08:00:00;2007-06-30 00:00:00
358,452;2007-07-01 08:00:00;2007-07-01 00:00:00
357,96;2007-07-02 08:00:00;2007-07-02 00:00:00
357,47;2007-07-03 08:00:00;2007-07-03 00:00:00
356,686;2007-07-04 08:00:00;2007-07-04 00:00:00
355,61;2007-07-05 08:00:00;2007-07-05 00:00:00
354,146;2007-07-06 08:00:00;2007-07-06 00:00:00
352,687;2007-07-07 08:00:00;2007-07-07 00:00:00
351,329;2007-07-08 08:00:00;2007-07-08 00:00:00
349,782;2007-07-09 08:00:00;2007-07-09 00:00:00
348,24;2007-07-10 08:00:00;2007-07-10 00:00:00
346,895;2007-07-11 08:00:00;2007-07-11 00:00:00
345,745;2007-07-12 08:00:00;2007-07-12 00:00:00
344,789;2007-07-13 08:00:00;2007-07-13 00:00:00
343,74;2007-07-14 08:00:00;2007-07-14 00:00:00
342,693;2007-07-15 08:00:00;2007-07-15 00:00:00
341,553;2007-07-16 08:00:00;2007-07-16 00:00:00
340,511;2007-07-17 08:00:00;2007-07-17 00:00:00
339,471;2007-07-18 08:00:00;2007-07-18 00:00:00
338,057;2007-07-19 08:00:00;2007-07-19 00:00:00
336,647;2007-07-20 08:00:00;2007-07-20 00:00:00
335,055;2007-07-21 08:00:00;2007-07-21 00:00:00
333,561;2007-07-22 08:00:00;2007-07-22 00:00:00
332,072;2007-07-23 08:00:00;2007-07-23 00:00:00
330,588;2007-07-24 08:00:00;2007-07-24 00:00:00
329,016;2007-07-25 08:00:00;2007-07-25 00:00:00
327,542;2007-07-26 08:00:00;2007-07-26 00:00:00
326,073;2007-07-27 08:00:00;2007-07-27 00:00:00
324,517;2007-07-28 08:00:00;2007-07-28 00:00:00
323,057;2007-07-29 08:00:00;2007-07-29 00:00:00
321,512;2007-07-30 08:00:00;2007-07-30 00:00:00
319,972;2007-07-31 08:00:00;2007-07-31 00:00:00
318,528;2007-08-01 08:00:00;2007-08-01 00:00:00
316,998;2007-08-02 08:00:00;2007-08-02 00:00:00
315,564;2007-08-03 08:00:00;2007-08-03 00:00:00
313,956;2007-08-04 08:00:00;2007-08-04 00:00:00
312,531;2007-08-05 08:00:00;2007-08-05 00:00:00
311,111;2007-08-06 08:00:00;2007-08-06 00:00:00
309,519;2007-08-07 08:00:00;2007-08-07 00:00:00
308,021;2007-08-08 08:00:00;2007-08-08 00:00:00
306,529;2007-08-09 08:00:00;2007-08-09 00:00:00
304,954;2007-08-10 08:00:00;2007-08-10 00:00:00
303,385;2007-08-11 08:00:00;2007-08-11 00:00:00
301,995;2007-08-12 08:00:00;2007-08-12 00:00:00
300,524;2007-08-13 08:00:00;2007-08-13 00:00:00
299,058;2007-08-14 08:00:00;2007-08-14 00:00:00
297,596;2007-08-15 08:00:00;2007-08-15 00:00:00
296,14;2007-08-16 08:00:00;2007-08-16 00:00:00
294,689;2007-08-17 08:00:00;2007-08-17 00:00:00
293,159;2007-08-18 08:00:00;2007-08-18 00:00:00
291,718;2007-08-19 08:00:00;2007-08-19 00:00:00
290,283;2007-08-20 08:00:00;2007-08-20 00:00:00
288,936;2007-08-21 08:00:00;2007-08-21 00:00:00
288,516;2007-08-22 08:00:00;2007-08-22 00:00:00
287,678;2007-08-23 08:00:00;2007-08-23 00:00:00
289,441;2007-08-24 08:00:00;2007-08-24 00:00:00
290,367;2007-08-25 08:00:00;2007-08-25 00:00:00
291,295;2007-08-26 08:00:00;2007-08-26 00:00:00
291,972;2007-08-27 08:00:00;2007-08-27 00:00:00
292,565;2007-08-28 08:00:00;2007-08-28 00:00:00
293,043;2007-08-29 08:00:00;2007-08-29 00:00:00
293,243;2007-08-30 08:00:00;2007-08-30 00:00:00
293,159;2007-08-31 08:00:00;2007-08-31 00:00:00
292,819;2007-09-01 08:00:00;2007-09-01 00:00:00
291,887;2007-09-02 08:00:00;2007-09-02 00:00:00
290,704;2007-09-03 08:00:00;2007-09-03 00:00:00
289,525;2007-09-04 08:00:00;2007-09-04 00:00:00
288,349;2007-09-05 08:00:00;2007-09-05 00:00:00
287,176;2007-09-06 08:00:00;2007-09-06 00:00:00
286,257;2007-09-07 08:00:00;2007-09-07 00:00:00
285,423;2007-09-08 08:00:00;2007-09-08 00:00:00
284,674;2007-09-09 08:00:00;2007-09-09 00:00:00
283,927;2007-09-10 08:00:00;2007-09-10 00:00:00
283,098;2007-09-11 08:00:00;2007-09-11 00:00:00
282,354;2007-09-12 08:00:00;2007-09-12 00:00:00
281,61;2007-09-13 08:00:00;2007-09-13 00:00:00
280,951;2007-09-14 08:00:00;2007-09-14 00:00:00
280,211;2007-09-15 08:00:00;2007-09-15 00:00:00
279,554;2007-09-16 08:00:00;2007-09-16 00:00:00
278,898;2007-09-17 08:00:00;2007-09-17 00:00:00
278,57;2007-09-18 08:00:00;2007-09-18 00:00:00
278,406;2007-09-19 08:00:00;2007-09-19 00:00:00
278,406;2007-09-20 08:00:00;2007-09-20 00:00:00
278,406;2007-09-21 08:00:00;2007-09-21 00:00:00
278,406;2007-09-22 08:00:00;2007-09-22 00:00:00
278,488;2007-09-23 08:00:00;2007-09-23 00:00:00
278,488;2007-09-24 08:00:00;2007-09-24 00:00:00
278,161;2007-09-25 08:00:00;2007-09-25 00:00:00
277,916;2007-09-26 08:00:00;2007-09-26 00:00:00
277,834;2007-09-27 08:00:00;2007-09-27 00:00:00
277,834;2007-09-28 08:00:00;2007-09-28 00:00:00
277,671;2007-09-29 08:00:00;2007-09-29 00:00:00
277,507;2007-09-30 08:00:00;2007-09-30 00:00:00
277,344;2007-10-01 08:00:00;2007-10-01 00:00:00
277,181;2007-10-02 08:00:00;2007-10-02 00:00:00
277,099;2007-10-03 08:00:00;2007-10-03 00:00:00
277,262;2007-10-04 08:00:00;2007-10-04 00:00:00
277,426;2007-10-05 08:00:00;2007-10-05 00:00:00
277,916;2007-10-06 08:00:00;2007-10-06 00:00:00
278,243;2007-10-07 08:00:00;2007-10-07 00:00:00
278,488;2007-10-08 08:00:00;2007-10-08 00:00:00
278,734;2007-10-09 08:00:00;2007-10-09 00:00:00
279,061;2007-10-10 08:00:00;2007-10-10 00:00:00
279,8;2007-10-11 08:00:00;2007-10-11 00:00:00
280,622;2007-10-12 08:00:00;2007-10-12 00:00:00
281,198;2007-10-13 08:00:00;2007-10-13 00:00:00
281,61;2007-10-14 08:00:00;2007-10-14 00:00:00
282,023;2007-10-15 08:00:00;2007-10-15 00:00:00
282,354;2007-10-16 08:00:00;2007-10-16 00:00:00
282,767;2007-10-17 08:00:00;2007-10-17 00:00:00
283,098;2007-10-18 08:00:00;2007-10-18 00:00:00
283,429;2007-10-19 08:00:00;2007-10-19 00:00:00
283,761;2007-10-20 08:00:00;2007-10-20 00:00:00
284,01;2007-10-21 08:00:00;2007-10-21 00:00:00
284,342;2007-10-22 08:00:00;2007-10-22 00:00:00
284,591;2007-10-23 08:00:00;2007-10-23 00:00:00
284,924;2007-10-24 08:00:00;2007-10-24 00:00:00
285,173;2007-10-25 08:00:00;2007-10-25 00:00:00
285,423;2007-10-26 08:00:00;2007-10-26 00:00:00
285,673;2007-10-27 08:00:00;2007-10-27 00:00:00
285,923;2007-10-28 08:00:00;2007-10-28 00:00:00
286,173;2007-10-29 08:00:00;2007-10-29 00:00:00
286,507;2007-10-30 08:00:00;2007-10-30 00:00:00
286,758;2007-10-31 08:00:00;2007-10-31 00:00:00
287,092;2007-11-01 08:00:00;2007-11-01 00:00:00
287,343;2007-11-02 08:00:00;2007-11-02 00:00:00
287,594;2007-11-03 08:00:00;2007-11-03 00:00:00
287,846;2007-11-04 08:00:00;2007-11-04 00:00:00
288,097;2007-11-05 08:00:00;2007-11-05 00:00:00
288,349;2007-11-06 08:00:00;2007-11-06 00:00:00
288,516;2007-11-07 08:00:00;2007-11-07 00:00:00
288,684;2007-11-08 08:00:00;2007-11-08 00:00:00
288,852;2007-11-09 08:00:00;2007-11-09 00:00:00
288,852;2007-11-10 08:00:00;2007-11-10 00:00:00
288,852;2007-11-11 08:00:00;2007-11-11 00:00:00
288,936;2007-11-12 08:00:00;2007-11-12 00:00:00
288,349;2007-11-13 08:00:00;2007-11-13 00:00:00
287,594;2007-11-14 08:00:00;2007-11-14 00:00:00
287,009;2007-11-15 08:00:00;2007-11-15 00:00:00
286,257;2007-11-16 08:00:00;2007-11-16 00:00:00
285,423;2007-11-17 08:00:00;2007-11-17 00:00:00
285,09;2007-11-18 08:00:00;2007-11-18 00:00:00
285,173;2007-11-19 08:00:00;2007-11-19 00:00:00
285,34;2007-11-20 08:00:00;2007-11-20 00:00:00
286,507;2007-11-21 08:00:00;2007-11-21 00:00:00
288,013;2007-11-22 08:00:00;2007-11-22 00:00:00
288,684;2007-11-23 08:00:00;2007-11-23 00:00:00
289,104;2007-11-24 08:00:00;2007-11-24 00:00:00
289,525;2007-11-25 08:00:00;2007-11-25 00:00:00
289,861;2007-11-26 08:00:00;2007-11-26 00:00:00
290,198;2007-11-27 08:00:00;2007-11-27 00:00:00
290,451;2007-11-28 08:00:00;2007-11-28 00:00:00
290,367;2007-11-29 08:00:00;2007-11-29 00:00:00
290,451;2007-11-30 08:00:00;2007-11-30 00:00:00
290,704;2007-12-01 08:00:00;2007-12-01 00:00:00
290,957;2007-12-02 08:00:00;2007-12-02 00:00:00
291,295;2007-12-03 08:00:00;2007-12-03 00:00:00
292,141;2007-12-04 08:00:00;2007-12-04 00:00:00
293,923;2007-12-05 08:00:00;2007-12-05 00:00:00
294,86;2007-12-06 08:00:00;2007-12-06 00:00:00
295,457;2007-12-07 08:00:00;2007-12-07 00:00:00
296,226;2007-12-08 08:00:00;2007-12-08 00:00:00
297,425;2007-12-09 08:00:00;2007-12-09 00:00:00
299,316;2007-12-10 08:00:00;2007-12-10 00:00:00
304,779;2007-12-11 08:00:00;2007-12-11 00:00:00
307,318;2007-12-12 08:00:00;2007-12-12 00:00:00
308,638;2007-12-13 08:00:00;2007-12-13 00:00:00
309,519;2007-12-14 08:00:00;2007-12-14 00:00:00
310,403;2007-12-15 08:00:00;2007-12-15 00:00:00
310,934;2007-12-16 08:00:00;2007-12-16 00:00:00
311,466;2007-12-17 08:00:00;2007-12-17 00:00:00
311,909;2007-12-18 08:00:00;2007-12-18 00:00:00
312,264;2007-12-19 08:00:00;2007-12-19 00:00:00
312,531;2007-12-20 08:00:00;2007-12-20 00:00:00
312,798;2007-12-21 08:00:00;2007-12-21 00:00:00
313,065;2007-12-22 08:00:00;2007-12-22 00:00:00
313,243;2007-12-23 08:00:00;2007-12-23 00:00:00
313,51;2007-12-24 08:00:00;2007-12-24 00:00:00
313,777;2007-12-25 08:00:00;2007-12-25 00:00:00
314,045;2007-12-26 08:00:00;2007-12-26 00:00:00
314,223;2007-12-27 08:00:00;2007-12-27 00:00:00
314,491;2007-12-28 08:00:00;2007-12-28 00:00:00
314,67;2007-12-29 08:00:00;2007-12-29 00:00:00
314,938;2007-12-30 08:00:00;2007-12-30 00:00:00
315,206;2007-12-31 08:00:00;2007-12-31 00:00:00
315,385;2008-01-01 08:00:00;2008-01-01 00:00:00
315,653;2008-01-02 08:00:00;2008-01-02 00:00:00
315,922;2008-01-03 08:00:00;2008-01-03 00:00:00
316,909;2008-01-04 08:00:00;2008-01-04 00:00:00
317,538;2008-01-05 08:00:00;2008-01-05 00:00:00
318,168;2008-01-06 08:00:00;2008-01-06 00:00:00
319,159;2008-01-07 08:00:00;2008-01-07 00:00:00
319,882;2008-01-08 08:00:00;2008-01-08 00:00:00
320,425;2008-01-09 08:00:00;2008-01-09 00:00:00
320,968;2008-01-10 08:00:00;2008-01-10 00:00:00
321,331;2008-01-11 08:00:00;2008-01-11 00:00:00
322,602;2008-01-12 08:00:00;2008-01-12 00:00:00
324,517;2008-01-13 08:00:00;2008-01-13 00:00:00
325,798;2008-01-14 08:00:00;2008-01-14 00:00:00
327,082;2008-01-15 08:00:00;2008-01-15 00:00:00
328,831;2008-01-16 08:00:00;2008-01-16 00:00:00
331,979;2008-01-17 08:00:00;2008-01-17 00:00:00
334,681;2008-01-18 08:00:00;2008-01-18 00:00:00
340,322;2008-01-19 08:00:00;2008-01-19 00:00:00
342,313;2008-01-20 08:00:00;2008-01-20 00:00:00
343,645;2008-01-21 08:00:00;2008-01-21 00:00:00
344,407;2008-01-22 08:00:00;2008-01-22 00:00:00
345,267;2008-01-23 08:00:00;2008-01-23 00:00:00
346,033;2008-01-24 08:00:00;2008-01-24 00:00:00
346,799;2008-01-25 08:00:00;2008-01-25 00:00:00
347,471;2008-01-26 08:00:00;2008-01-26 00:00:00
348,144;2008-01-27 08:00:00;2008-01-27 00:00:00
348,722;2008-01-28 08:00:00;2008-01-28 00:00:00
349,3;2008-01-29 08:00:00;2008-01-29 00:00:00
349,686;2008-01-30 08:00:00;2008-01-30 00:00:00
350,169;2008-01-31 08:00:00;2008-01-31 00:00:00
350,555;2008-02-01 08:00:00;2008-02-01 00:00:00
351,039;2008-02-02 08:00:00;2008-02-02 00:00:00
351,426;2008-02-03 08:00:00;2008-02-03 00:00:00
351,911;2008-02-04 08:00:00;2008-02-04 00:00:00
352,881;2008-02-05 08:00:00;2008-02-05 00:00:00
353,465;2008-02-06 08:00:00;2008-02-06 00:00:00
354,049;2008-02-07 08:00:00;2008-02-07 00:00:00
354,536;2008-02-08 08:00:00;2008-02-08 00:00:00
355,121;2008-02-09 08:00:00;2008-02-09 00:00:00
355,512;2008-02-10 08:00:00;2008-02-10 00:00:00
356,001;2008-02-11 08:00:00;2008-02-11 00:00:00
356,294;2008-02-12 08:00:00;2008-02-12 00:00:00
356,686;2008-02-13 08:00:00;2008-02-13 00:00:00
357,078;2008-02-14 08:00:00;2008-02-14 00:00:00
357,372;2008-02-15 08:00:00;2008-02-15 00:00:00
357,666;2008-02-16 08:00:00;2008-02-16 00:00:00
357,96;2008-02-17 08:00:00;2008-02-17 00:00:00
358,255;2008-02-18 08:00:00;2008-02-18 00:00:00
