criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1271,800.0,204.0,38.56412273800157,49015.0,300.0,100.0,12.08654602675059,33692.0,33740.0,33521.0,48714.0,32429.0,329.0,329.0,326.0,480.0,313.0
maximin,1271,800.0,200.0,26.784421715184894,34043.0,100.0,1.0,0.35719905586152634,33718.0,33760.0,33543.0,33650.0,32445.0,329.0,329.0,326.0,329.0,313.0
maximax,1271,900.0,400.0,64.60739575137687,82116.0,900.0,297.0,38.064516129032256,77822.0,70667.0,58654.0,81366.0,32161.0,772.0,700.0,579.0,808.0,312.0
savage,1271,800.0,200.0,26.784421715184894,34043.0,9.0,1.0,0.2014162077104642,33718.0,33660.0,33443.0,33650.0,32345.0,329.0,328.0,325.0,329.0,312.0
