criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,540,800.0,500.0,73.88148148148149,39896.0,300.0,100.0,18.38888888888889,29890.0,29912.0,29941.0,39857.0,29963.0,296.0,296.0,296.0,396.0,296.0
maximin,540,800.0,500.0,55.65925925925926,30056.0,98.0,1.0,0.562962962962963,29993.0,30011.0,30034.0,29968.0,30056.0,297.0,297.0,297.0,297.0,297.0
maximax,540,900.0,500.0,106.53148148148148,57527.0,900.0,396.04999999999995,51.18703703703704,54805.0,50120.0,43756.0,56984.0,29786.0,546.0,499.0,435.0,568.0,295.0
savage,540,800.0,500.0,55.67777777777778,30066.0,9.0,1.0,0.22962962962962963,29903.0,29921.0,29944.0,29978.0,29866.0,296.0,296.0,296.0,297.0,295.0
