criterion,n_days,worst_case_max,worst_case_p95,worst_case_mean,worst_case_total,max_regret_max,max_regret_p95,max_regret_mean,total_cost_baseline,total_cost_mild_drought,total_cost_severe_drought,total_cost_flashy,total_cost_no_rain,total_fn_baseline,total_fn_mild_drought,total_fn_severe_drought,total_fn_flashy,total_fn_no_rain
naive,1066,900.0,500.0,94.94746716697937,101214.0,100.0,0.0,0.6829268292682927,100712.0,100712.0,100710.0,101212.0,100709.0,1006.0,1006.0,1006.0,1011.0,1006.0
maximin,1066,900.0,500.0,94.48217636022514,100718.0,100.0,0.0,0.2223264540337711,100717.0,100716.0,100713.0,100715.0,100711.0,1006.0,1006.0,1006.0,1006.0,1006.0
maximax,1066,900.0,500.0,96.7063789868668,103089.0,297.0,0.0,2.227016885553471,102787.0,102587.0,102085.0,103085.0,100479.0,1027.0,1025.0,1020.0,1030.0,1004.0
savage,1066,900.0,500.0,94.48217636022514,100718.0,3.0,0.0,0.03470919324577861,100717.0,100716.0,100613.0,100715.0,100511.0,1006.0,1006.0,1005.0,1006.0,1004.0
